text,cluster,cluster_corrected
Brssels,242.0,
RBussell-square,242.0,
Russell,242.0,
mny,243.0,
Cnlumny,243.0,
O'Dow,244.0,
Iodgers,244.0,
Rowson,244.0,
Dowsger,244.0,
Methusalem,245.0,
gentlemnan.,245.0,
"tlem ofl
302",245.0,
motley,245.0,
Ritles,245.0,
tlem,245.0,
Regulus,246.0,
the Prince of Wales,246.0,
Regent,246.0,
the Prince Regent,246.0,
Cracksman,247.0,
Black Bess,247.0,
Zwieback,247.0,
Cackle,247.0,
Borodino,248.0,
Beforo,248.0,
beforc,248.0,
IIERO,249.0,
HEERO,249.0,
ero,249.0,
Vienna,250.0,
Brienne,250.0,
Long Acre,251.0,
Babylon,251.0,
Loulon,251.0,
Longwood,251.0,
Goneril,251.0,
nlone,251.0,
"onee
ore",251.0,
nursemnid,252.0,
Tours,252.0,
yoursell,252.0,
HIoggarty,253.0,
Barbar,253.0,
Bart,253.0,
Ostend,254.0,
Lsdy Steyue,254.0,
Molyneus,254.0,
Steyne,254.0,
meditatiaon,255.0,
the Latin Grammar,255.0,
eating'and,255.0,
Iatin,255.0,
Munoz,256.0,
Munich,256.0,
Montmoreucy,257.0,
Trail,257.0,
Montmirail,257.0,
Panitatan,258.0,
Hritannia,258.0,
Neapolitan,258.0,
Sultan,258.0,
Nenpelitan,258.0,
Britannia,258.0,
Iphigenia,258.0,
Titania,258.0,
talkativc,259.0,
"aD OIWIE
lL",259.0,
Liverpool,259.0,
livcd,259.0,
H.H.,,
Tn,,
Troy,,
d'h6te,,
Mi,,
W1,,
EG,,
NH,,
La,,
XXII,,
cn lny,,
nwe,,
ks,,
Ny,,
OW,,
HOAI,,
trgg,,
x--,,
societ,,
L1,,
lnjee,,
"rv
l",,
Aeis,,
c.,,
&c.,,
SB,,
cr,,
kncw,,
MD,,
Cafd,,
il,,
Ems,,
It'as,,
IHIul,,
Wuen,,
Mls,,
Us,,
P.S.,,
rufs,,
mde,,
"L
II",,
Fitzjurld,,
"Lf
L",,
nhl,,
"Ih
'",,
TT,,
"L 
ti

e:",,
Mt,,
kc,,
WI,,
Soho,,
Bagshot,,
LVI,,
Turkey,,
know-,,
tn,,
W. T.'a,,
IL,,
Maakou,,
ZN,,
A20,,
Gayd,,
LA,,
Bgwig,,
Club,,
"ia
1

2",,
ny,,
hai,,
Snuf,,
8he,,
AZ,,
Cribb,,
I1l,,
Fakce,,
Aud,,
IM,,
mn,,
WY,,
C.B.,,
Jcw,,
wy,,
eWIy,,
Io,,
Mn,,
Emm,,
mo,,
AI,,
ia,,
NoEL,,
EL,,
Eny,,
II.R.II,,
Ihh,,
ggy,,
rI,,
UK,,
"La u
t",,
Ilnr,,
EI,,
Hnll,,
Nob,,
Md,,
Al,,
IA,,
LLxE,,
ns,,
LE,,
Kibob bBey,,
do't,,
sC,,
