text,cluster,cluster_corrected
joyeu,169.0,
KEt Catherine,170.0,
eerivit,170.0,
autherino garto,170.0,
Ctherine,170.0,
pthers,170.0,
Catherina,170.0,
therine,170.0,
Ionis,171.0,
noee,171.0,
bioen,171.0,
"ge
noeux",171.0,
aie-noeus bion,171.0,
voeus,171.0,
at sois bion,171.0,
Infin,172.0,
FIN,172.0,
Rnfin,172.0,
Madami,173.0,
lesameliorer,173.0,
"ur6f
- IDamel",173.0,
madamel,173.0,
"jaimerais mienx tre
leve",174.0,
mero,174.0,
reluamer,174.0,
blmer,174.0,
misbre,175.0,
chbnevibre,175.0,
pribre,175.0,
dshir6,176.0,
pitir,176.0,
t0t tir6,176.0,
puillasse at une oouverture,177.0,
uvece,177.0,
couvertuire,177.0,
Nousla,178.0,
noux,178.0,
Noug,178.0,
asyhine a san hrae,179.0,
raegut,179.0,
l hraselst,179.0,
san hrae,179.0,
Sainte-So-,180.0,
Sainte-Solange,180.0,
sainte-Solange,180.0,
leanno,181.0,
Vons,181.0,
leanne,181.0,
avonslEANNE,181.0,
lean,181.0,
journe,182.0,
journie,182.0,
Notre Pere,183.0,
terse pei,183.0,
heura,184.0,
aeur  Ia,184.0,
oulture,184.0,
eure,184.0,
Crois,185.0,
Vois-tu,185.0,
Crois-tu,185.0,
aimais-tu,185.0,
Sais-tu,185.0,
lir,186.0,
rai,186.0,
etablirai,186.0,
chbvrfauille,187.0,
eeui,187.0,
Guilluume,187.0,
ille,187.0,
"ontta puillo uu vot
uatte",187.0,
Guillauma,187.0,
d6barbouillait,187.0,
puille,187.0,
Iailleurs,187.0,
habill6e,187.0,
ille anit ikee dei,187.0,
Feuillet,187.0,
mattresss,188.0,
mattref A leglise,188.0,
Nattre,188.0,
Mattresse,188.0,
mattr Tixior,188.0,
Mattre,188.0,
Quelquofois,189.0,
A quelqus temps,189.0,
quelqe,189.0,
quelquo,189.0,
foid,190.0,
foire proehaine,190.0,
foiro,190.0,
titsft,191.0,
Etionnel,191.0,
petitl,191.0,
gene,192.0,
Tene,192.0,
eorps,192.0,
eneore,192.0,
cntimes,193.0,
coIme,193.0,
"IIl -
II",194.0,
"ii

I
I

II
E
E",194.0,
I S,194.0,
"LHIII

II
 Sil
III",194.0,
bassoe-oourt,195.0,
hourse,195.0,
our6f,195.0,
ourRIEMIR,195.0,
our,195.0,
Eh bian,196.0,
Cost,196.0,
Solungo aost li-bas,196.0,
ost bian,196.0,
Hautes-kloches,197.0,
htes,197.0,
Tes,197.0,
Gruand-llail,198.0,
Jeuan,198.0,
uand,198.0,
bergbre,199.0,
bergbr,199.0,
gea,200.0,
hargbr,200.0,
cehargea,200.0,
Ieanne vellle,201.0,
NFaN B JIEANNR,201.0,
Ieannel,201.0,
dtresse de eanne,201.0,
Jaeanne,201.0,
Ieannef,201.0,
Ieanno,201.0,
Ieanne,201.0,
lennneet,202.0,
Jennne,202.0,
lembarras,203.0,
tarrang,203.0,
lomhnrras,203.0,
Piarra,203.0,
tarras,203.0,
"st tu prlers fisu
aveus",204.0,
lo truaversin,204.0,
Save,204.0,
Aven,204.0,
aveo,204.0,
19S,,
I,,
i]1,,
pya-eit,,
-C,,
P,,
got,,
te0ors,,
E,,
IUH,,
fr,,
ihlo,,
oi,,
djh,,
Cala,,
se106,,
SZR,,
"N
 I",,
f,,
ca,,
II,,
Ls,,
iut,,
Prvt,,
Jo,,
w,,
nuho,,
cumphre,,
Iu,,
Ilt,,
nayor,,
bl6,,
gehns,,
N.,,
Io,,
t8te,,
Iols,,
Oii,,
rige,,
ii,,
u,,
N,,
S,,
Cs,,
Ir,,
Ca,,
LI,,
pr6s,,
"Is
I",,
io,,
Cun-,,
Gnl,,
"IIG

r",,
cus,,
M,,
d6-,,
I',,
at,,
Ilchu,,
L-,,
IL,,
B,,
